finding,ICD10_code,PFx,PFx_ICD10_code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,readability_difference,overall_score,log_overall_score
Glossopharyngeal Neuralgia,G52.1,"Glossopharyngeal neuralgia is a condition that causes sudden, severe pain in the back of your throat, tongue, or ear. It happens because a nerve in your throat, called the glossopharyngeal nerve, gets irritated. This nerve helps you swallow and feel things in your throat and tongue. When it gets irritated, it can cause sharp, shooting pain that comes and goes. The pain might feel like an electric shock and can last for a few seconds to a few minutes. It can be triggered by things like swallowing, talking, or even touching your throat.",R51.9,G52.1,True,False,81.12,1.0,0.0,3.8799999999999955,0.8409836065573771,1.5759999999999992
Phrenic Nerve Palsy,G54.8,"Phrenic nerve palsy is when the nerve that helps your diaphragm move doesn't work well. The diaphragm is a muscle that helps you breathe by moving up and down. If the phrenic nerve is not working, it can make it harder to breathe deeply. This might happen because of an injury, surgery, or other health problems. Sometimes, people might feel short of breath or get tired easily. Doctors can do tests to find out more about it and help you feel better.",R06.02,G52.1,False,False,91.41,0.0,0.0,6.409999999999997,0.026990553306342792,-1.2819999999999994
Accessory Nerve Palsy,G52.2,"Accessory Nerve Palsy is a condition where one of the nerves in your neck, called the accessory nerve, isn't working properly. This nerve helps control some of the muscles in your shoulder and neck. When it doesn't work right, you might have trouble moving your shoulder or lifting your arm. You could also feel weak or have pain in that area. It's like when a puppet's string gets tangled, and the puppet can't move its arm the way it should. Doctors can help figure out why this is happening and what can be done to make it better.",R29.898,G52.8,False,False,80.31,0.0,0.0,4.689999999999998,0.035149384885764516,0.9379999999999996
Vagus Nerve Lesion,G52.8,"The vagus nerve is like a messenger in your body that helps control things like your heart rate, digestion, and even your voice. A lesion on this nerve means there is some damage or problem with it. This can cause symptoms like trouble swallowing, a hoarse voice, or even changes in your heart rate. It's important to pay attention to any unusual symptoms you might notice. If you feel something is not right, make sure to talk to your doctor so they can help you understand what's going on and what to do next.",R47.89,G52.2,False,False,77.77,0.0,0.0,7.230000000000004,0.024301336573511533,1.4460000000000008
Cervical Plexopathy,G54.2,"Cervical plexopathy is a condition where the nerves in your neck are not working properly. These nerves are important because they help control your shoulders, arms, and hands. When they are not working right, you might feel pain, weakness, or tingling in these areas. It's like when a wire in a lamp is loose, and the light flickers or doesn't turn on. Your doctor can help figure out why this is happening and what can be done to make it better.",R20.2,G54.0,False,False,80.41,0.0,0.0,4.590000000000003,0.03577817531305901,0.9180000000000007
Cervical Sympathetic Chain Schwannoma,D36.1,"A cervical sympathetic chain schwannoma is a non-cancerous growth that develops on the nerves in your neck. These nerves are part of a system that helps control things like your heart rate and blood pressure. The growth is called a schwannoma because it comes from cells called Schwann cells, which normally help protect nerves. Even though it's not cancer, it can still cause problems if it gets too big or presses on nearby structures. Doctors usually find these by accident when looking for something else, and they might suggest keeping an eye on it or removing it if needed.",D36.1,D36.1,True,True,68.3,1.0,1.0,16.700000000000003,1.6112994350282486,4.940000000000001
Parathyroid Adenoma,D35.1,"A parathyroid adenoma is a small, non-cancerous growth on one of your parathyroid glands. These glands are located in your neck and help control the amount of calcium in your blood. When you have a parathyroid adenoma, it can make too much hormone, causing your calcium levels to rise. This might lead to symptoms like feeling tired, having weak bones, or even kidney stones. It's important to keep an eye on your calcium levels and talk to your doctor about any symptoms you might have.",E21.0,D35.1,True,False,71.14,1.0,0.0,13.86,0.8134589502018843,3.572
Hyperplasia of Parathyroid,E21.3,"Hyperplasia of the parathyroid means that the parathyroid glands, which are small glands in your neck, have grown larger than normal. These glands help control the amount of calcium in your blood. When they get bigger, they might make too much of a hormone that can cause your calcium levels to rise. This can lead to problems like feeling tired, having weak bones, or even kidney stones. It's important to keep an eye on this condition to make sure your body stays healthy and balanced.",R79.89,E21.0,False,False,79.6,0.0,0.0,5.400000000000006,0.031249999999999972,1.0800000000000012
Parathyroid Carcinoma,C75.0,"Parathyroid carcinoma is a rare type of cancer that affects the parathyroid glands. These glands are small and located in your neck, and they help control the amount of calcium in your blood. When someone has parathyroid carcinoma, it means that there are cancer cells growing in these glands. This can cause problems because it might lead to too much calcium in the blood, which can make you feel tired, weak, or have bone pain. It's important to talk to your doctor to understand more about this condition and what can be done to help.",C75.0,C75.0,True,True,77.57,1.0,1.0,7.430000000000007,1.6237247924080664,3.0860000000000016
Parathyroid Cyst,E21.5,"A parathyroid cyst is a small, fluid-filled sac that forms in the parathyroid glands, which are tiny glands in your neck that help control the amount of calcium in your blood. These cysts are usually not harmful and often don't cause any symptoms. Most people don't even know they have one unless it's found during a test for something else. If the cyst is small and not causing any problems, doctors usually just keep an eye on it. If it gets bigger or causes symptoms, they might suggest treatment.",R22.1,E21.5,True,False,78.79,1.0,0.0,6.209999999999994,0.827739251040222,2.041999999999999
Parathyroid Hyperplasia,E21.3,"Parathyroid hyperplasia is when the parathyroid glands, which are small glands in your neck, become larger than normal. These glands help control the amount of calcium in your blood. When they get bigger, they might make too much of a hormone that increases calcium levels. This can lead to problems like weak bones, kidney stones, or feeling tired and weak. It's important to keep an eye on your calcium levels and talk to your doctor about any symptoms you might have.",R79.89,E21.0,False,False,80.41,0.0,0.0,4.590000000000003,0.03577817531305901,0.9180000000000007
Ectopic Parathyroid Tissue,Q89.2,"Ectopic parathyroid tissue means that some of the parathyroid glands, which are small glands in your neck that help control calcium levels in your body, are not in their usual place. Normally, these glands are located behind the thyroid gland in your neck. However, sometimes they can be found in other areas, like the chest or near the heart. This is usually not a problem unless it affects how your body manages calcium. If you have any symptoms like muscle cramps or tingling, it's important to let your doctor know.",R29.0,E21.5,False,False,70.13,0.0,0.0,14.870000000000005,0.012602394454946438,2.974000000000001
Pharyngeal Diverticulum,J39.2,"A pharyngeal diverticulum is like a small pouch or pocket that forms in the throat area. Imagine if your throat had a little balloon sticking out. This can happen when the muscles in your throat are weak or if there is too much pressure when you swallow. Sometimes, food or liquids can get stuck in this pouch, which might make swallowing feel funny or cause a cough. It's important to know about it so you can be aware of any changes in how you swallow or if you feel something unusual in your throat.",R13.10,K22.5,False,False,77.77,0.0,0.0,7.230000000000004,0.024301336573511533,1.4460000000000008
Hypertrophy of Pharyngeal Tonsils,J35.2,"Hypertrophy of the pharyngeal tonsils means that the tonsils in the back of your throat are larger than usual. These tonsils are part of your immune system and help fight infections. When they get too big, they can make it hard to breathe through your nose, cause snoring, or lead to ear problems. Sometimes, they can also make you feel like you have a sore throat or trouble swallowing. It's important to keep an eye on these symptoms and talk to your doctor if they bother you.",R09.89,J35.1,False,False,79.19,0.0,0.0,5.810000000000002,0.029368575624082224,1.1620000000000006
Tonsillar Asymmetry,R09.89,"Tonsillar asymmetry means that one of your tonsils is bigger than the other. Tonsils are small, round pieces of tissue at the back of your throat that help fight germs. It's not uncommon for them to be a little different in size. Sometimes, this can happen because of an infection or swelling. Most of the time, it's nothing to worry about. However, if you notice any pain, trouble swallowing, or if the size difference gets bigger, it's a good idea to let your doctor know.",R22.1,J35.8,False,False,73.98,0.0,0.0,11.019999999999996,0.016638935108153084,2.2039999999999993
Pharyngeal Wall Thickening,R22.1,"The pharyngeal wall is a part of your throat that helps you swallow and breathe. Sometimes, this wall can become thicker than usual. This thickening might not cause any problems, but it can sometimes make swallowing a bit harder or cause a feeling of something stuck in your throat. It can happen due to things like allergies, infections, or acid reflux. It's important to pay attention to any new symptoms like trouble swallowing or a sore throat, and let your doctor know if you notice anything unusual.",R68.89,J39.8,False,False,70.73,0.0,0.0,14.269999999999996,0.013097576948264576,2.853999999999999
Pharyngitis,J02.9,"Pharyngitis is when your throat gets sore and scratchy because it's inflamed. This can happen if you have a cold or an infection. You might feel pain when you swallow, and your throat might look red. Sometimes, you might also have a fever or a headache. It's important to drink plenty of fluids and rest. You can also try warm drinks or throat lozenges to feel better. If your symptoms don't improve, you should see a doctor to make sure it's nothing more serious.",R07.0,J02.9,True,False,84.68,1.0,0.0,0.3199999999999932,0.9515151515151523,0.8639999999999987
Peritonsillar Abscess,J36,"A peritonsillar abscess is like a pocket of pus that forms near your tonsils, which are the two small lumps at the back of your throat. This can happen when a sore throat or tonsillitis gets worse. It can make your throat hurt a lot, and it might be hard to swallow or open your mouth wide. You might also have a fever and feel really tired. It's important to get this checked out because it can be serious if not treated. Doctors usually treat it with medicine or by draining the pus.",R07.0,J36,True,False,81.12,1.0,0.0,3.8799999999999955,0.8409836065573771,1.5759999999999992
Tonsillar Calcifications,R22.1,"Tonsillar calcifications are small, hard deposits that can form in the tonsils, which are the two small glands located at the back of your throat. These deposits are usually made up of calcium and other minerals. They are not harmful and often don't cause any symptoms. Sometimes, they might cause a feeling of something stuck in your throat or bad breath. It's like having tiny stones in your tonsils. Most of the time, they don't need any treatment and can be left alone unless they bother you.",R68.89,J35.8,False,False,82.14,0.0,0.0,2.8599999999999994,0.051813471502590684,0.572
Salivary Gland Stone,K11.5,"A salivary gland stone is like a tiny rock that forms in the tubes that carry saliva in your mouth. Saliva is the liquid that helps you chew and swallow food. Sometimes, minerals in the saliva can stick together and form a stone. This stone can block the flow of saliva, causing pain or swelling in your mouth or under your jaw. It might feel like a small lump. Drinking lots of water and sucking on sour candies can help increase saliva flow and may help the stone pass on its own.",R68.89,K11.5,True,False,89.79,1.0,0.0,4.790000000000006,0.8345423143350604,-0.15800000000000125
Sialadenitis,K11.20,"Sialadenitis is a condition where your salivary glands, which help make saliva in your mouth, become swollen and sore. This can happen because of an infection or a blockage in the glands. You might notice pain in your mouth, especially when eating, or your mouth might feel dry. Sometimes, the area around your jaw or neck might swell up. It's important to drink plenty of water and keep your mouth clean. If it hurts a lot or doesn't get better, you should talk to a healthcare professional.",R68.89,K11.20,True,False,82.14,1.0,0.0,2.8599999999999994,0.8518134715025907,1.3719999999999999
Parotid Gland Mass,D11.0,"A parotid gland mass is a lump or bump in one of the salivary glands located near your jaw, just in front of your ears. These glands help produce saliva, which keeps your mouth moist and helps you chew and swallow food. Sometimes, a mass can form in these glands, which might feel like a small, firm bump. It could be caused by different things, like an infection, a non-cancerous growth, or, less commonly, cancer. It's important to have it checked to understand what it is and if it needs any treatment.",R22.0,K11.8,False,False,86.64,0.0,0.0,1.6400000000000006,0.07575757575757575,-0.3280000000000001
Mucocele of Salivary Gland,K11.6,"A mucocele is like a small, harmless bump that can form in your mouth, usually on the inside of your lip or cheek. It's caused when saliva, the liquid in your mouth, gets trapped under the skin. This can happen if you accidentally bite your lip or if a small salivary gland gets blocked. Mucoceles are usually not painful, but they can feel a bit strange. They often go away on their own, but if they don't, a doctor can help remove them. It's important to avoid biting your lips to prevent them.",R22.0,K11.6,True,False,81.12,1.0,0.0,3.8799999999999955,0.8409836065573771,1.5759999999999992
Submandibular Gland Tumor,D11.7,"A submandibular gland tumor is a growth in one of the glands under your jaw that makes saliva. Saliva is the liquid in your mouth that helps you chew and swallow food. Sometimes, these tumors can be harmless, but other times they might need treatment. You might notice a lump under your jaw, or you might feel some pain or swelling. It's important to talk to your doctor about it so they can check it out and see what needs to be done. Remember, not all tumors are cancerous, so try not to worry too much.",R22.1,D11.0,False,False,80.62,0.0,0.0,4.3799999999999955,0.03717472118959111,0.8759999999999991
Sialolithiasis in Sublingual Gland,K11.5,"You have a small stone in one of the glands under your tongue. These glands make saliva, which helps you chew and swallow food. Sometimes, minerals in your saliva can form a tiny stone, like a little pebble. This stone can block the flow of saliva, causing swelling or pain. It's like when a small rock gets stuck in a garden hose, stopping the water from flowing. Doctors can help remove the stone, and there are ways to prevent new ones from forming.",K11.5,K11.5,True,True,91.31,1.0,1.0,6.310000000000002,1.627359781121751,0.33799999999999963
Parotid Cyst,K11.8,"A parotid cyst is a small, fluid-filled sac that forms in the parotid gland, which is one of the salivary glands located near your jaw and in front of your ears. These cysts are usually not harmful and might not cause any symptoms. Sometimes, they can make the area around your jaw feel swollen or tender. If the cyst gets bigger or starts to bother you, a doctor might need to check it out. But often, they don't need any treatment and can just be watched over time.",R22.0,K11.8,True,False,87.45,1.0,0.0,2.450000000000003,0.8579710144927536,0.30999999999999944
Salivary Gland Atrophy,K11.0,"Salivary gland atrophy means that the glands in your mouth that make saliva are getting smaller or weaker. Saliva is the liquid that helps you chew, swallow, and digest food. It also keeps your mouth moist and helps protect your teeth from cavities. When these glands don't work well, your mouth might feel dry, and you might have trouble eating or talking. You might also notice more cavities or bad breath. It's important to drink plenty of water and keep your mouth clean to help manage these symptoms.",R68.89,K11.8,False,False,81.93,0.0,0.0,3.069999999999993,0.04914004914004923,0.6139999999999987
Lipoma of Neck,D17.0,"A lipoma is a soft, fatty lump that grows under your skin. It's made up of fat cells and is usually harmless. When it happens in the neck, it might feel like a small, squishy bump. Lipomas are not cancerous and often don't cause any pain. They can grow slowly over time, but they usually stay small. Most people don't need to do anything about them unless they become uncomfortable or bothersome. If you notice any changes in the lump, like it getting bigger or painful, it's a good idea to let your doctor know.",R22.1,D17.0,True,False,83.05,1.0,0.0,1.9500000000000028,0.8677966101694915,1.1900000000000006
Hemangioma of Neck,D18.01,"A hemangioma is a kind of birthmark made up of extra blood vessels. When it's on the neck, it might look like a red or purple bump or patch on the skin. Most of the time, hemangiomas are harmless and don't cause any problems. They often go away on their own as you grow older. Sometimes, they can be a little sore or get in the way if they're in a spot that rubs against clothes. If you notice any changes or if it bothers you, it's a good idea to let your doctor know.",R23.3,D18.01,True,False,89.28,1.0,0.0,4.280000000000001,0.8378787878787879,-0.05600000000000027
Cervical Abscess,L02.11,"A cervical abscess is like a pocket of pus that forms in the neck area. It happens when bacteria get into the body and cause an infection. This can make the neck swell and feel sore. Sometimes, it might be hard to move your neck or swallow. It's important to see a doctor because they can help drain the pus and give medicine to fight the infection. Keeping the area clean and taking all your medicine as prescribed can help you get better faster.",L02.11,L02.11,True,True,82.65,1.0,1.0,2.3499999999999943,1.6597014925373137,2.069999999999999
Branchial Cleft Cyst,Q18.2,"A branchial cleft cyst is a small, soft lump that can appear on the side of your neck. It's something you might be born with, but it can take years to notice. This lump is usually not harmful, but it can sometimes get bigger or become infected, which might make it sore or uncomfortable. If it bothers you, a doctor can help decide the best way to treat it. It's important to keep an eye on it and let your doctor know if it changes or causes any problems.",R22.1,Q18.0,False,False,87.25,0.0,0.0,2.25,0.06153846153846154,-0.45
Sebaceous Cyst of Neck,L72.3,"A sebaceous cyst is a small, non-cancerous bump under the skin. It forms when a gland in your skin gets blocked. This can happen anywhere on your body, but in this case, it's on your neck. The cyst is filled with a thick, oily substance. It might feel like a small, smooth lump. Usually, these cysts don't hurt, but they can become red, swollen, or tender if they get infected. Most of the time, they are harmless and don't need treatment unless they bother you or get infected.",L72.0,L72.0,False,False,92.53,0.0,0.0,7.530000000000001,0.023446658851113716,-1.5060000000000002
Soft Tissue Sarcoma of Neck,C49.0,"A soft tissue sarcoma in the neck is a type of cancer that starts in the soft tissues, like muscles or fat, in the neck area. It is not a common type of cancer. This means that some cells in the neck are growing in a way they shouldn't, forming a lump or mass. It's important to know that not all lumps are cancer, but this one is. Doctors will need to do more tests to understand it better and decide on the best way to treat it.",C49.0,C49.0,True,True,87.45,1.0,1.0,2.450000000000003,1.6579710144927537,1.1099999999999994
Cervical Cystic Lesion,Q18.0,"A cervical cystic lesion is a small, fluid-filled sac that can form on the cervix, which is the lower part of the uterus that opens into the vagina. These cysts are usually harmless and often don't cause any symptoms. They are quite common and can be found during a routine pelvic exam or an imaging test. Most of the time, they don't need any treatment and won't affect your health. However, it's important to keep an eye on them and let your doctor know if you experience any unusual symptoms.",R22.2,N88.8,False,False,70.13,0.0,0.0,14.870000000000005,0.012602394454946438,2.974000000000001
Fat Necrosis of Neck,M79.89,"Fat necrosis in the neck means that some of the fat tissue in your neck has been damaged. This can happen if you've had an injury or surgery in that area. The damaged fat can form a lump, which might feel firm or tender. It's usually not dangerous and often goes away on its own. However, it can sometimes be uncomfortable or cause concern because of the lump. If you notice any changes or if it bothers you, it's a good idea to talk to your doctor about it.",R22.1,M79.3,False,False,81.83,0.0,0.0,3.1700000000000017,0.047961630695443624,0.6340000000000003
Cervical Fibrosis,M62.89,"Cervical fibrosis means that the tissue in the cervix, which is the lower part of the uterus, has become thicker and less flexible. This can happen due to previous surgeries, infections, or other conditions. It might not cause any symptoms, but sometimes it can make it harder for a doctor to do certain exams or procedures. It's important to know about it so that your healthcare provider can take it into account when planning any treatments or check-ups. If you have any questions or concerns, it's a good idea to talk to your doctor.",N88.8,N88.8,False,False,69.31,0.0,0.0,15.689999999999998,0.011983223487118036,3.138
Cervical Disc Herniation,M50.20,"A cervical disc herniation means that one of the cushions between the bones in your neck has moved out of place. This can press on nearby nerves, causing pain, tingling, or weakness in your neck, shoulders, or arms. Imagine the discs like jelly donuts; sometimes, the jelly can squeeze out and press on things it shouldn't. It's important to be careful with your neck movements and avoid heavy lifting. Gentle exercises and good posture can help. If you feel any new or worsening symptoms, let your doctor know.",M50.20,M50.20,True,True,73.47,1.0,1.0,11.530000000000001,1.6159616919393456,3.9060000000000006
Cervical Spondylosis,M47.812,"Cervical spondylosis is a condition that affects the neck. It happens when the bones and discs in your neck start to wear down as you get older. This can cause neck pain and stiffness. Sometimes, it might also lead to headaches or pain that spreads to your shoulders or arms. It's like when a car gets older and parts start to wear out. Your neck is still strong, but it might need some extra care to keep it feeling good.",M47.812,M47.812,True,True,91.82,1.0,1.0,6.819999999999993,1.6255754475703326,0.23600000000000132
Cervical Spinal Stenosis,M48.02,"Cervical spinal stenosis is a condition where the space around the spinal cord in your neck becomes narrow. This can put pressure on the spinal cord and nerves, which might cause pain, numbness, or weakness in your neck, shoulders, arms, or hands. Imagine the spinal cord as a highway for nerve signals, and stenosis is like a traffic jam that slows everything down. It's important to be aware of any symptoms you might have, like tingling or difficulty with balance, and talk to your doctor about them.",R20.2,M48.02,True,False,74.73,1.0,0.0,10.269999999999996,0.8177462289263532,2.853999999999999
Ossification of the Posterior Longitudinal Ligament,M48.8X2,"Ossification of the posterior longitudinal ligament is when a band of tissue in your spine becomes harder and more bone-like. This band runs along the back of your spine and helps keep your spine stable. When it turns into bone, it can make your spine less flexible and might press on your spinal cord or nerves. This can cause pain or make it hard to move. It's like when a rubber band turns into a stick, it can't stretch anymore. Doctors can help manage the symptoms and make you feel better.",M48.8,M48.12,False,False,81.43,0.0,0.0,3.569999999999993,0.04376367614879657,0.7139999999999986
Cervical Kyphosis,M40.202,"Cervical kyphosis is when the curve in your neck is not as it should be. Normally, your neck has a gentle curve that helps support your head and allows you to move it easily. With cervical kyphosis, this curve is either too straight or bends the wrong way. This can sometimes cause neck pain or stiffness. It might also make it hard to move your neck as freely as you used to. It's important to be aware of how your neck feels and to avoid activities that might strain it further.",M40.2,M40.2,False,False,81.43,0.0,0.0,3.569999999999993,0.04376367614879657,0.7139999999999986
Cervical Vertebral Fracture,S12.9XXA,"A cervical vertebral fracture means that one of the bones in your neck has a crack or break. This can happen from an accident, like a fall or a car crash. The bones in your neck are important because they help support your head and protect your spinal cord, which is like a highway for messages between your brain and body. If you have a fracture, you might feel pain, swelling, or have trouble moving your neck. It's important to be careful and follow your doctor's advice to help it heal properly.",S12.9,S12.9,False,False,78.18,0.0,0.0,6.819999999999993,0.025575447570332505,1.3639999999999988
Cervical Rib,Q76.5,"A cervical rib is an extra rib that some people have. It grows from the base of your neck, just above your collarbone. Not everyone has this extra rib, and many people with it don't even know it's there because it doesn't cause any problems. However, for some people, it can press on nearby nerves or blood vessels, which might cause pain, tingling, or weakness in the arm. If you have any symptoms, it's important to talk to your doctor so they can help you feel better.",R20.2,Q76.5,True,False,79.19,1.0,0.0,5.810000000000002,0.8293685756240823,1.9620000000000006
Atlantoaxial Instability,M43.8X2,"Atlantoaxial instability is a condition where the first two bones in your neck, called the atlas and axis, are not as stable as they should be. This can happen because the ligaments, which are like strong rubber bands that hold the bones together, are too loose. When these bones move too much, it can cause pain or even affect the nerves in your neck. It's important to be careful with activities that might strain your neck, and your doctor might suggest some exercises or treatments to help keep your neck stable and safe.",M43.3,M43.3,False,False,64.75,0.0,0.0,20.25,0.009411764705882354,4.05
Degenerative Disc Disease,M50.30,"Degenerative Disc Disease is a condition where the discs in your spine, which act like cushions between the bones, start to wear down over time. This can happen as you get older. When the discs wear out, they might not be able to absorb shocks as well, which can lead to back pain or stiffness. It's like when the padding in your shoes gets worn out and doesn't feel as comfortable. While it sounds serious, many people live with this condition without major problems. Staying active and maintaining a healthy weight can help manage symptoms.",M51.36,M51.36,False,False,80.82,0.0,0.0,4.180000000000007,0.03861003861003856,0.8360000000000014
Thyroid Nodule,E04.1,"A thyroid nodule is a small lump or bump that can form in your thyroid gland, which is located in your neck. Most of the time, these nodules are not dangerous and don't cause any problems. They can be filled with fluid or made of solid tissue. Sometimes, they might make your thyroid produce too much hormone, which can make you feel jittery or tired. Doctors usually find these nodules during a check-up or on an imaging test. It's important to keep an eye on them to make sure they don't grow or cause any issues.",R22.1,E04.1,True,False,80.62,1.0,0.0,4.3799999999999955,0.8371747211895911,1.6759999999999993
Thyroid Cyst,E04.1,"A thyroid cyst is like a small, fluid-filled bubble that forms in your thyroid gland, which is located in your neck. Most of the time, these cysts are not harmful and don't cause any symptoms. They are often found by accident when you have an imaging test for something else. If the cyst is small and not causing any problems, doctors usually just keep an eye on it. If it gets bigger or starts causing trouble, they might need to do more tests or treatments.",R22.1,E04.1,True,False,79.6,1.0,0.0,5.400000000000006,0.83125,1.8800000000000012
Thyroid Goiter,E04.9,"A thyroid goiter is when your thyroid gland, which is in your neck, gets bigger than usual. The thyroid is like a small butterfly-shaped organ that helps control how your body uses energy. Sometimes, it can swell up and form a lump, which is called a goiter. This can happen for different reasons, like not getting enough iodine in your diet or because of other thyroid problems. Most of the time, a goiter doesn't hurt, but it might make your neck look or feel different. If you notice any changes, it's a good idea to talk to a doctor.",R22.1,E04.9,True,False,80.11,1.0,0.0,4.890000000000001,0.833955857385399,1.7780000000000002
Thyroiditis,E06.9,"Thyroiditis is when your thyroid gland, a small butterfly-shaped gland in your neck, becomes inflamed. This gland helps control your body's energy and metabolism. When it's inflamed, it might not work as well, which can make you feel tired, gain weight, or feel cold. Sometimes, it can also make your heart beat faster or make you feel nervous. It's important to pay attention to how you feel and talk to your doctor if you notice any changes. They can help you understand what's happening and what you can do to feel better.",R63.0,E06.9,True,False,81.33,1.0,0.0,3.6700000000000017,0.8428265524625268,1.5340000000000005
Papillary Thyroid Carcinoma,C73,"Papillary thyroid carcinoma is a type of cancer that starts in the thyroid gland, which is a small, butterfly-shaped gland in your neck. This gland makes hormones that help control your body's energy and how it uses food. Papillary thyroid carcinoma is the most common type of thyroid cancer and usually grows slowly. It often affects people who are middle-aged, but it can happen at any age. The good news is that it is often treatable, especially when found early. Doctors use tests and treatments to help manage it and keep you healthy.",Z71.89,C73,True,False,64.2,1.0,0.0,20.799999999999997,0.8091743119266055,4.959999999999999
