finding,ICD10_code,PFx,Word Count,PFx_ICD10_code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,accuracy,readability_difference,overall_score,GT_Trimmed,Agent_Trimmed,relaxed_accuracy_agent_icd10,pfx_icd10_trimmed,relaxed_accuracy_pfx_icd10,relaxed_accuracy,relaxed_overall_score
Adrenal Cortical Adenoma,D35.00,"An adrenal cortical adenoma is a small, non-cancerous tumor found in the adrenal gland, which is located on top of the kidneys. These adenomas are often discovered by accident during imaging tests for other reasons. Most of the time, they do not cause any symptoms and do not need treatment. However, in some cases, they can produce hormones that might lead to symptoms like high blood pressure or weight gain. If you experience any unusual symptoms, it is important to talk to your doctor to see if further evaluation is needed.",91,D35.00,D35.00,TRUE,TRUE,61.46,1,1,1,23.54,1.608149959,D35,D35,1,D35,1,1,1.676682707
Adrenal Cortical Adenoma,D35.00,"An adrenal cortical adenoma is a small, non-cancerous tumor found in the adrenal gland, which is located on top of the kidneys. These adenomas are often discovered by accident during imaging tests for other reasons. Most of the time, they do not cause any symptoms and do not need treatment. However, in some cases, they can produce hormones that might lead to symptoms like high blood pressure or weight gain. If you experience any unusual symptoms, it is important to talk to your doctor to see if further evaluation is needed.",91,D35.00,D35.00,TRUE,TRUE,61.46,1,1,1,23.54,1.608149959,D35,D35,1,D35,1,1,1.676682707
Adrenal Cortical Adenoma,D35.00,"An adrenal cortical adenoma is a small, non-cancerous tumor found in the adrenal gland, which is located on top of the kidneys. These adenomas are often discovered by accident during imaging tests for other reasons. Most of the time, they do not cause any symptoms and do not need treatment. However, in some cases, they can produce hormones that might lead to symptoms like high blood pressure or weight gain. If you experience any unusual symptoms, it is important to talk to your doctor, who can help decide if any further tests or treatments are needed.",96,D35.00,D35.00,TRUE,TRUE,68.91,1,1,1,16.09,1.61170275,D35,D35,1,D35,1,1,1.676578393
Adrenal Hyperfunction,E27.8,"Adrenal hyperfunction means that your adrenal glands, which sit on top of your kidneys, are making more hormones than usual. These hormones help control things like your blood pressure, metabolism, and stress response. When there's too much of them, it can lead to symptoms like high blood pressure, weight gain, or feeling anxious. It's important to keep an eye on these symptoms because they can affect your health. If you notice any changes or feel unwell, it's a good idea to talk to a healthcare provider about what might be happening.",91,E27.8,E27.8,TRUE,TRUE,78.38,1,1,1,6.62,1.626246719,E27,E27,1,E27,1,1,1.676154307
Adrenal Hyperfunction,E27.8,"Adrenal hyperfunction means that your adrenal glands, which sit on top of your kidneys, are making more hormones than usual. These hormones help control things like your blood pressure, metabolism, and stress response. When there's too much of them, it can lead to symptoms like high blood pressure, weight gain, or feeling anxious. It's important to keep an eye on these symptoms because they can affect your health. If you notice any changes or feel unwell, it's a good idea to talk to your healthcare provider about it.",88,E27.8,E27.8,TRUE,TRUE,78.99,1,1,1,6.01,1.62853067,E27,E27,1,E27,1,1,1.676088136
Adrenal Hyperfunction,E27.8,"Adrenal hyperfunction means that your adrenal glands, which sit on top of your kidneys, are making more hormones than usual. These hormones help control things like your blood pressure, metabolism, and stress response. When there's too much of them, it can lead to symptoms like high blood pressure, weight gain, or feeling anxious. It's important to keep an eye on these symptoms because they can affect your health. If you notice any changes or feel unwell, it's a good idea to talk to your healthcare provider about what might be causing it.",92,E27.8,E27.8,TRUE,TRUE,78.18,1,1,1,6.82,1.625575448,E27,E27,1,E27,1,1,1.676173778
Adrenal Hyperfunction,E27.8,"Adrenal hyperfunction means that your adrenal glands, which sit on top of your kidneys, are making more hormones than usual. These hormones help control things like your blood pressure, metabolism, and stress response. When there's too much of them, it can lead to symptoms like high blood pressure, weight gain, or feeling anxious. It's important to keep an eye on these symptoms because they can affect your health. If you notice any changes or feel unwell, it's a good idea to talk to your doctor about it.",87,E27.8,E27.8,TRUE,TRUE,79.19,1,1,1,5.81,1.629368576,E27,E27,1,E27,1,1,1.676063889
Adrenal Hyperfunction,E27.8,"Adrenal hyperfunction means that your adrenal glands, which sit on top of your kidneys, are making more hormones than usual. These hormones help control things like your blood pressure, metabolism, and stress response. When there's too much of them, it can lead to symptoms like high blood pressure, weight gain, or feeling anxious. It's important to keep an eye on these symptoms because they can affect your health. If you notice any changes or feel unwell, it's a good idea to talk to your healthcare provider about it.",88,E27.8,E27.8,TRUE,TRUE,78.99,1,1,1,6.01,1.62853067,E27,E27,1,E27,1,1,1.676088136
Adrenal Gland Tumor,D44.7,"An adrenal gland tumor is a growth that can be found on one of the adrenal glands, which are located on top of the kidneys. These tumors are often discovered by accident during imaging tests for other reasons. Most adrenal gland tumors are non-cancerous and do not cause any symptoms. However, some can produce hormones that might lead to symptoms like high blood pressure, weight gain, or changes in mood. It's important to monitor these tumors to ensure they do not grow or cause any health issues. If symptoms develop, further evaluation may be needed.",95,D35.00,D35.00,FALSE,FALSE,72.36,0,0,0,12.64,0.0146627566,D44,D35,0,D35,0,0,0.1971098266
Adrenal Gland Tumor,D44.7,"An adrenal gland tumor is a growth that can be found on one of the adrenal glands, which sit on top of your kidneys. These tumors are often discovered by accident during scans for other reasons. Most adrenal gland tumors are non-cancerous and do not cause any symptoms. However, some can produce hormones that might lead to symptoms like high blood pressure, weight gain, or changes in mood. It's important to monitor these tumors to ensure they don't grow or cause problems. If symptoms occur, further evaluation may be needed to decide on the best course of action.",98,D35.00,D35.00,FALSE,FALSE,71.85,0,0,0,13.15,0.01413427562,D44,D35,0,D35,0,0,0.1972125436
Adrenal Gland Tumor,D44.7,"An adrenal gland tumor is a growth that can be found on one of the adrenal glands, which sit on top of your kidneys. These tumors are often discovered by accident during scans for other reasons. Most adrenal gland tumors are non-cancerous and do not cause any symptoms. However, some can produce hormones that might lead to symptoms like high blood pressure, weight gain, or changes in mood. It's important to monitor these tumors to ensure they don't grow or cause problems. If symptoms develop, further evaluation may be needed to decide on the best course of action.",98,D35.00,D35.00,FALSE,FALSE,71.85,0,0,0,13.15,0.01413427562,D44,D35,0,D35,0,0,0.1972125436
Adrenal Gland Tumor,D44.7,"An adrenal gland tumor is a growth that can be found on one of the adrenal glands, which sit on top of your kidneys. These tumors are often discovered by accident during scans for other reasons. Most adrenal gland tumors are non-cancerous and do not cause any symptoms. However, some can produce hormones that might lead to symptoms like high blood pressure, weight gain, or changes in mood. It's important to monitor these tumors to ensure they do not grow or cause problems. If symptoms occur, further evaluation may be needed to decide on the best course of action.",99,D35.00,D35.00,FALSE,FALSE,71.65,0,0,0,13.35,0.01393728223,D44,D35,0,D35,0,0,0.1972508591
Adrenal Gland Tumor,D44.7,"An adrenal gland tumor is a growth that can be found on one of the adrenal glands, which sit on top of your kidneys. These tumors are often discovered by accident during scans for other reasons. Most adrenal gland tumors are non-cancerous and do not cause any symptoms. However, some can produce hormones that might lead to symptoms like high blood pressure, weight gain, or changes in mood. It's important to monitor these tumors to ensure they do not grow or cause problems. If any symptoms develop, further evaluation may be needed.",92,D35.00,D35.00,FALSE,FALSE,72.87,0,0,0,12.13,0.01523229246,D44,D35,0,D35,0,0,0.1969992498
Adrenal Cyst,E27.8,"An adrenal cyst is a fluid-filled sac that is found on the adrenal gland, which sits on top of the kidney. These cysts are often discovered by accident during imaging tests for other reasons. Most adrenal cysts are benign, meaning they are not cancerous, and they usually do not cause any symptoms. Because they are generally harmless, they often do not need any treatment. However, if the cyst becomes very large or starts causing symptoms like pain or hormonal changes, further evaluation might be necessary to decide on the best course of action.",93,E27.8,D35.01,FALSE,TRUE,69.52,0,1,0.5,15.48,0.8121359223,E27,D35,0,E27,1,0.5,0.9103669971
Adrenal Cyst,E27.8,"An adrenal cyst is a fluid-filled sac that is found on the adrenal gland, which is located on top of the kidneys. These cysts are often discovered by accident during imaging tests for other reasons. Most adrenal cysts are benign, meaning they are not cancerous, and they usually do not cause any symptoms. Patients should know that these cysts typically do not require treatment unless they grow large or cause symptoms like pain or hormonal imbalances. In such cases, further evaluation by a healthcare provider may be necessary to decide on the best course of action.",96,E27.8,D35.00,FALSE,TRUE,68.91,0,1,0.5,16.09,0.8117027501,E27,D35,0,E27,1,0.5,0.9103933854
Adrenal Cyst,E27.8,"An adrenal cyst is a fluid-filled sac that is found on the adrenal gland, which is located on top of the kidneys. These cysts are often discovered by accident during imaging tests for other reasons. Most adrenal cysts are benign, meaning they are not cancerous, and they usually do not cause any symptoms. Because they are generally harmless, they often do not require any treatment. However, if the cyst becomes very large or causes symptoms like pain or hormonal changes, further evaluation might be needed to decide on the best course of action.",93,E27.8,D35.00,FALSE,TRUE,61.06,0,1,0.5,23.94,0.8080192462,E27,D35,0,E27,1,0.5,0.9106182915
Adrenal Cyst,E27.8,"An adrenal cyst is a fluid-filled sac that can form on the adrenal gland, which is located above the kidneys. These cysts are often found by accident during imaging tests for other reasons. Most adrenal cysts are benign, meaning they are not cancerous, and they usually do not cause any symptoms. Because they are generally harmless, they often do not need any treatment. However, if the cyst becomes very large or causes symptoms like pain or hormonal changes, further evaluation might be necessary to decide if any action is needed.",90,E27.8,D35.00,FALSE,TRUE,61.67,0,1,0.5,23.33,0.8082203042,E27,D35,0,E27,1,0.5,0.9106059917
Adrenal Cyst,E27.8,"An adrenal cyst is a fluid-filled sac that is found on the adrenal gland, which is located on top of the kidneys. These cysts are often discovered by accident during imaging tests for other reasons. Most adrenal cysts are benign, meaning they are not cancerous, and they usually do not cause any symptoms. Patients should know that these cysts typically do not require treatment unless they grow large or cause symptoms like pain or hormonal imbalances. In such cases, further evaluation by a healthcare provider may be necessary to decide on the best course of action.",96,E27.8,D35.00,FALSE,TRUE,68.91,0,1,0.5,16.09,0.8117027501,E27,D35,0,E27,1,0.5,0.9103933854
Bladder Diverticulum,N32.3,"A bladder diverticulum is a small pouch that forms in the bladder wall. It is often found by accident during imaging tests for other reasons. Most of the time, these pouches do not cause any problems and do not need treatment. However, if you notice symptoms like frequent urination, pain, or infections, it might be related to the diverticulum. In such cases, it's important to talk to your doctor about what might be causing these symptoms and what can be done to help you feel better.",86,N32.3,N32.3,TRUE,TRUE,70.94,1,1,1,14.06,1.613280212,N32,N32,1,N32,1,1,1.676532168
Bladder Diverticulum,N32.3,"A bladder diverticulum is a small pouch that forms in the bladder wall. It is often found by accident during imaging tests for other reasons. Most of the time, these pouches do not cause any problems and do not need treatment. However, if they become large or cause symptoms like frequent urinary tract infections or trouble emptying the bladder, it might be necessary to discuss further steps. It's important to keep an eye on any symptoms and talk to your healthcare provider if you notice any changes.",87,N32.3,N32.3,TRUE,TRUE,70.73,1,1,1,14.27,1.613097577,N32,N32,1,N32,1,1,1.676537517
Bladder Diverticulum,N32.3,"A bladder diverticulum is a small pouch that forms in the bladder wall. It is often found by accident during imaging tests for other reasons. Most of the time, these pouches do not cause any problems and do not need treatment. However, if they become large or cause symptoms like frequent urinary tract infections or trouble emptying the bladder, it might be necessary to talk to a doctor about possible treatments. These could include monitoring the condition or, in some cases, surgery to remove the diverticulum.",86,N32.3,N32.3,TRUE,TRUE,62.48,1,1,1,22.52,1.608503401,N32,N32,1,N32,1,1,1.676672317
Bladder Diverticulum,N32.3,"A bladder diverticulum is a small pouch that forms in the bladder wall. It is often found by accident during imaging tests for other reasons. Most of the time, these pouches do not cause any problems and do not need treatment. However, if they become large or cause symptoms like frequent urinary tract infections or trouble emptying the bladder, it might be necessary to talk to a doctor about possible treatments. These could include monitoring the condition or, in some cases, surgery to remove the diverticulum.",86,N32.3,N32.3,TRUE,TRUE,62.48,1,1,1,22.52,1.608503401,N32,N32,1,N32,1,1,1.676672317
Bladder Diverticulum,N32.3,"A bladder diverticulum is a small pouch that forms in the bladder wall. It is often found by accident during imaging tests for other reasons. Most of the time, these pouches do not cause any problems and do not need treatment. However, if they become large or cause symptoms like frequent urinary tract infections or trouble emptying the bladder, it might be necessary to talk to a doctor about what to do next. It's important to keep an eye on any symptoms and let your doctor know if anything changes.",90,N32.3,N32.3,TRUE,TRUE,70.13,1,1,1,14.87,1.612602394,N32,N32,1,N32,1,1,1.676552024
Bladder Mass,R93.4,"A bladder mass is a growth or lump found in the bladder, often discovered during imaging tests like an ultrasound or CT scan. It's important to know that not all bladder masses are cancerous. Some can be benign, meaning they are not harmful. However, further tests are usually needed to determine the nature of the mass. These tests might include a urine test or a procedure called a cystoscopy, where a small camera is used to look inside the bladder. Understanding the type of mass is crucial for deciding if any treatment is needed.",94,N28.89,R93.4,TRUE,FALSE,72.46,1,0,0.5,12.54,0.8147710487,R93,R93,1,N28,0,0.5,0.9102067394
Bladder Mass,R93.4,"A bladder mass is a growth or lump found in the bladder, often discovered during imaging tests for other reasons. It's important to know that not all bladder masses are cancerous. Some can be benign, meaning they are not harmful. However, further evaluation is usually needed to determine the nature of the mass. This might involve additional tests like a cystoscopy, where a small camera is used to look inside the bladder, or a biopsy, where a small sample of tissue is taken for examination. Understanding the type of mass helps in deciding the best course of action.",98,N28.89,R93.4,TRUE,FALSE,63.39,1,0,0.5,21.61,0.8088456435,R93,R93,1,N28,0,0.5,0.9105677539
Bladder Mass,R93.4,"A bladder mass is a growth or lump found in the bladder, often discovered during imaging tests like an ultrasound or CT scan. It's important to know that not all bladder masses are cancerous. Some can be benign, meaning they are not harmful. However, further evaluation is usually needed to determine the nature of the mass. This might involve additional tests or procedures to understand more about the mass and decide if any treatment is necessary. It's important to keep an eye on any symptoms like blood in urine or changes in urination patterns.",94,N28.89,R93.4,TRUE,FALSE,64,1,0,0.5,21,0.8090909091,R93,R93,1,N28,0,0.5,0.9105527638
Bladder Mass,R93.4,"A bladder mass is a growth or lump found in the bladder, often discovered during imaging tests like an ultrasound or CT scan. It's important to know that not all bladder masses are cancerous. Some can be benign, meaning they are not harmful. However, further evaluation is usually needed to determine the nature of the mass. This might involve additional tests or procedures to understand more about the mass and decide if any treatment is necessary. It's important to follow up with your healthcare provider to discuss the findings and next steps.",92,N28.89,R93.4,TRUE,FALSE,64.41,1,0,0.5,20.59,0.8092635479,R93,R93,1,N28,0,0.5,0.9105422149
Bladder Mass,R93.4,"A bladder mass is a growth or lump found in the bladder, often discovered during imaging tests for other reasons. It's important to know that not all bladder masses are cancerous. Some can be benign, meaning they are not harmful. However, further evaluation is usually needed to determine the nature of the mass. This might involve additional tests like a cystoscopy, where a small camera is used to look inside the bladder, or a biopsy, where a small sample of tissue is taken for examination. Understanding the type of mass helps in deciding the best course of action.",98,N28.89,R93.4,TRUE,FALSE,63.39,1,0,0.5,21.61,0.8088456435,R93,R93,1,N28,0,0.5,0.9105677539
Bladder Wall Thickening,R93.4,"Bladder wall thickening is a condition where the walls of the bladder become thicker than normal. This can be found during imaging tests like an ultrasound or CT scan. Often, it doesn't cause any symptoms and might not need treatment. However, it can sometimes be linked to conditions like bladder infections or inflammation. If you notice symptoms like frequent urination, pain, or blood in your urine, it's important to let your doctor know. They can help determine if any further tests or treatments are needed to address the underlying cause.",90,N32.89,R93.4,TRUE,FALSE,64.71,1,0,0.5,20.29,0.8093940817,R93,R93,1,N32,0,0.5,0.9105342402
Bladder Wall Thickening,R93.4,"Bladder wall thickening is a condition where the walls of the bladder become thicker than normal. This can be found during imaging tests like an ultrasound or CT scan. Often, it doesn't cause any symptoms and might not need treatment. However, sometimes it can be linked to conditions like bladder infections or inflammation. If you notice symptoms like frequent urination, pain, or blood in your urine, it's important to let your doctor know. They can help figure out if any further tests or treatments are needed to keep your bladder healthy.",91,N32.89,R93.4,TRUE,FALSE,64.51,1,0,0.5,20.49,0.8093066543,R93,R93,1,N32,0,0.5,0.9105395813
Bladder Wall Thickening,R93.4,"Bladder wall thickening is a condition where the walls of the bladder become thicker than usual. This can be found during imaging tests like an ultrasound or CT scan. Often, it doesn't cause any symptoms and might not need treatment. However, sometimes it can be linked to conditions like bladder infections or inflammation. If you notice symptoms like frequent urination, pain, or blood in your urine, it's important to let your doctor know. They can help figure out if any further tests or treatments are needed.",86,N32.89,R93.4,TRUE,FALSE,65.42,1,0,0.5,19.58,0.809718173,R93,R93,1,N32,0,0.5,0.9105144453
