finding,ICD10_code,PFx,PFx_ICD10_Code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,readability_difference,overall_score,log_overall_score
Pulmonary Alveolar Proteinosis,J84.01,"Pulmonary alveolar proteinosis happens when something like protein builds up in the little air sacs in your lungs. Imagine filling a balloon, but instead of air, it fills with something thick and sticky. This makes it hard for your lungs to work right, which means you might not get enough oxygen or feel tired easily. Usually, our lungs clean themselves, but here they miss a spot. It’s like trying to breathe with a heavy coat on. Even if it’s not common, doctors know what it is and how to check it.",J84.01,J84.0,False,True,89.89,0.0,1.0,4.890000000000001,0.833955857385399,-0.17800000000000016
Lung Metastases,C78.00,"This finding is called lung metastases. It means that cancer cells from a different part of your body have traveled and spread to your lungs. Think of it like seeds from a tree being blown by the wind and landing in a new place. These 'seeds' can grow into new tumors in your lungs. It is important to know that the original or primary cancer is still the main place of concern, but these new tumors need attention because they can affect how your lungs work. Your doctor will know what to do to help take care of you.",C78.00,C78.00,True,True,88.57,1.0,1.0,3.569999999999993,1.6437636761487966,0.8860000000000015
Pulmonary Hamartoma,D14.3,"A pulmonary hamartoma is like a little bump inside your lungs. It's similar to a harmless spot on your skin, like a mole, but it's in your lung. It is made of things like fat, muscle, and cartilage. You don’t need to worry because it’s not cancer. It doesn’t spread or hurt you. Most people don’t even know they have it because it usually doesn’t cause problems. Sometimes doctors find it by accident during an X-ray. Most of the time, you don’t need to do anything about it.",D14.3,D14.3,True,True,85.69,1.0,1.0,0.6899999999999977,1.7183431952662724,1.4620000000000006
Chronic Bronchitis,J41.8,"Chronic bronchitis is like a tree whose branches keep getting clogged with sticky sap. In our lungs, chronic bronchitis means that the airways, known as bronchi, are always swollen and filled with mucus. This makes it hard to breathe and can lead you to cough a lot. Imagine trying to blow through a straw filled with honey – that's what it's like for air to move through your lungs. It happens mostly because of smoking or air pollution and can make you feel tired or short of breath. Avoiding smoke and polluted air is really helpful to prevent it from getting worse.",J42,J42,False,False,79.8,0.0,0.0,5.200000000000003,0.03225806451612902,1.0400000000000007
Hypersensitivity Pneumonitis,J67.9,"Hypersensitivity pneumonitis is a lung problem. It happens when your body does not like tiny things in the air, like dust or mold. When you breathe these in, your body reacts and your lungs might not work well. Imagine your lungs are like sponges. If too many tiny things get in, the sponges get stiff. This can make breathing hard and you might feel out of breath. Sometimes, we don't know exactly what causes this, but staying away from dusty or moldy places can help.",J67.9,J67.9,True,True,93.03,1.0,1.0,8.030000000000001,1.6221483942414177,-0.006000000000000227
Bronchiolitis Obliterans,J44.81,"Bronchiolitis obliterans is a condition where the small airways in your lungs, called bronchioles, get blocked by scar tissue. You can think of bronchioles as tiny tubes that allow air to travel to your lungs to help you breathe. When these tubes are blocked or narrowed, it becomes harder for air to move in and out. This can make it difficult to breathe and you might feel short of breath. Imagine a garden hose that is kinked or clogged with dirt — it becomes difficult for water to flow through. Similarly, your bronchioles need to be open for you to breathe properly.",J84.84,J84.89,False,False,79.8,0.0,0.0,5.200000000000003,0.03225806451612902,1.0400000000000007
Pulmonary Sequestration,Q33.2,"Pulmonary sequestration happens when a small part of the lung grows differently. It does not connect to the main lung airways and gets blood differently than usual. This is something a person is born with, and it is like having a puzzle piece that does not fit anywhere. Many people don’t feel sick from it and only learn they have it through checkups. Doctors usually find it by accident. They watch it to make sure it doesn't cause problems. If you have questions, your doctor can give you more information.",Q33.2,Q33.2,True,True,75.3,1.0,1.0,9.700000000000003,1.6186915887850468,3.540000000000001
Pleural Effusion ,J90,"Sometimes, extra liquid can build up in the space between the lungs and the chest wall. This space is called the pleural space. This condition is known as pleural effusion. Think of it as having a wet sponge tucked in a small pocket around your lungs. This liquid can make it feel difficult to breathe because the lungs don't have as much room to expand. People with pleural effusions might feel short of breath or have a cough. Doctors use special tools and tests to check for this extra liquid and see how to manage it.",J90,J90,True,True,82.95,1.0,1.0,2.049999999999997,1.6655737704918034,2.01
Pulmonary Hypertension,I27.0,"Pulmonary hypertension means the blood pressure in your lungs is too high. Blood goes from the heart to the lungs to get oxygen. When this pressure is high, it makes the heart work harder. It can make you feel tired or out of breath even with little activity. Sometimes, this happens without a known reason, and it's called primary pulmonary hypertension. Imagine trying to drink a milkshake through a narrow straw. It's hard, just like high pressure makes it hard for blood to move. It's important to know this so you understand why you might feel this way.",I27.0,I27.0,True,True,84.37,1.0,1.0,0.6299999999999955,1.722699386503068,1.725999999999999
Mediastinal Mass,J98.5 ,"A mediastinal mass is a lump inside your chest. This lump is in a space called the mediastinum, which is between your lungs. Imagine this space like a special area where important things are kept, like your heart and big blood vessels. Sometimes people find lumps here when looking for other problems. Some lumps are harmless, like little balls of fat, while others might need more attention. Think of it as finding a toy in your drawer. You should check to see if it's the kind you need to take care of or if it can stay there.",J98.5,R22.2,False,False,91.11,0.0,0.0,6.109999999999999,0.02812939521800282,-1.222
