finding,ICD10_code,PFx,PFx_ICD10_Code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,readability_difference,overall_score,log_overall_score
Pancreatic Fatty Infiltration,K86.89,"Extra fat in the pancreas means that the pancreas, which helps digest food and control sugar, has more fat than normal. Think of the pancreas like a sponge that can soak up this extra fat. This might happen if someone gains weight or gets older. It's not an illness, but knowing about it helps keep healthy. Eating well and being active are good for the pancreas. It's like giving the sponge a break so it can work better.",K86.89,K86.8,False,True,83.66,0.0,1.0,1.3400000000000034,0.8854700854700854,1.0680000000000007
Retroperitoneal Fibrosis,M35.7,"Retroperitoneal fibrosis is a condition where extra tissue grows in the space at the back of your tummy, near your kidneys and other organs. Imagine it like an extra layer forming inside your body, though it's not due to any injury you can see. This tissue can sometimes press on nearby areas like the tubes carrying urine from your kidneys to your bladder, which could cause issues. It's not a common condition, and while doctors can help with the symptoms, the exact reason it happens isn’t always known.",M35.7,M35.4,False,True,66.07,0.0,1.0,18.930000000000007,0.8100351229302559,4.586000000000001
Retroperitoneal Mass,R93.5,"Doctors sometimes see things inside our bodies with special pictures, like an X-ray. A 'retroperitoneal mass' is a lump found in a space behind the belly. Imagine it like finding something behind a bookshelf. This lump can be many things, and doctors want to know more about it. It might not be harmful, but they need to check it just to be sure. They may do more tests to find out exactly what the lump is made of or how it affects the body. It is important to keep an eye on it.",R93.5,R19.00,False,True,91.82,0.0,1.0,6.819999999999993,0.8255754475703325,-0.5639999999999987
Retroperitoneal Tumor,D48.3,"A retroperitoneal tumor is a growth located in the area behind your belly organs. It's like finding an unexpected piece of puzzle behind the kitchen table. This area, called the retroperitoneum, is where the kidneys and some other parts of the body are found. Tumors can be benign, which means they are not cancerous, or malignant, which means they might be cancerous. Not all lumps or masses in this area are dangerous, but it is important to know more about them so doctors can figure out how to best help you. Knowing it's there allows doctors to decide what to do next.",D49.3,D48.0,False,False,71.14,0.0,0.0,13.86,0.013458950201884255,2.7720000000000002
Retroperitoneal Hematoma,R58,"A retroperitoneal hematoma means when blood leaks and collects inside your belly area, a bit like a bruise under the skin. The spot where this happens is behind the tummy part. This can happen if there's an injury or sometimes it happens without a clear reason. Even though you can't see it outside, it might cause a tummy ache or pain in your back. Doctors can detect it using certain body pictures called scans, to look inside your tummy. They watch it carefully to help it get better.",S36.891A,K66.1,False,False,81.93,0.0,0.0,3.069999999999993,0.04914004914004923,0.6139999999999987
Retroperitoneal Fibromatosis,M72.9,"Retroperitoneal fibromatosis means thick tissue builds up in your body. This spot is called the retroperitoneal space, behind your stomach and other parts. It’s like a storage area, where your kidneys and big blood tube are kept. Think of it as a drawer that’s too full. The extra stuff inside might push on important things, making it hard for them to work properly. It’s a bit like when you try to close a drawer that’s stuffed tight. Doctors check how this affects you, as this tissue can be a little too much and need watching.",M72.9,M72.4,False,True,83.05,0.0,1.0,1.9500000000000028,0.8677966101694915,1.1900000000000006
Retroperitoneal Lymphadenopathy,R59.0,"Retroperitoneal lymphadenopathy means some of the tiny glands in your belly, called lymph nodes, are bigger than usual. Lymph nodes help your body fight off germs like a superhero catches bad guys. When they get bigger, it might mean they are working extra hard or there’s an infection. This happens in a part of the body called the retroperitoneal area, which is just behind your stomach. You don’t need to worry, but your doctor might want to know more about why this is happening, to make sure everything is okay.",R59.0,R59.1,False,True,78.59,0.0,1.0,6.409999999999997,0.8269905533063429,2.0819999999999994
Splenomegaly,R16.1,"Splenomegaly is when your spleen is bigger than it should be. The spleen is like a helper in your body that fights off germs and cleans up your blood. Think of it as a helper that catches germs and recycles old blood cells. Sometimes, when your body fights a cold or if there's a lot going on, the spleen might get bigger. This doesn’t always mean there’s a problem, but a doctor might check it out to be sure everything is normal.",R16.1,R16.1,True,True,88.67,1.0,1.0,3.6700000000000017,1.6428265524625267,0.8659999999999997
Splenic Cyst,D73.4,"A splenic cyst is like a small, water-filled bubble inside your spleen. The spleen is an organ in the body that fights germs and cleans the blood. Most of the time, splenic cysts don’t cause any problems or symptoms, so people don’t even know they have one. They’re mostly found by accident during a doctor’s checkup for something else. Sometimes, they happen after getting hurt or from an infection. It’s like finding a tiny balloon inside your body. Usually, they are harmless, but it’s important for a doctor to keep an eye on them just to be safe.",D73.4,D73.4,True,True,82.65,1.0,1.0,2.3499999999999943,1.6597014925373137,2.069999999999999
Splenic Infarction,D73.5,"A splenic infarction happens when part of your spleen does not get enough blood. It's like a tiny road to your spleen is blocked. This means blood can't get through, and the spleen can't work right. This can be because of a blood clot or heart problems. Sometimes, it might hurt on the left side of your belly, or you feel tired. It is not something you can catch or give to someone else. Also, you might not feel sick at all if you have this.",D73.5,D73.5,True,True,101.29,1.0,1.0,16.290000000000006,1.6115673799884327,-1.6580000000000013
