finding,ICD10_code,PFx,PFx_ICD10_Code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,readability_difference,overall_score,log_overall_score
Parathyroid Carcinoma,C75.0,"Parathyroid carcinoma is a type of cancer that happens in the parathyroid glands. These are tiny glands in your neck near the thyroid, and they help control how much calcium is in your blood. If these glands don't work right, they can make too much calcium, which might make you feel really tired or have pain in your bones. It's like if a car makes too much heat and overheats. But don't worry, doctors know how to check on this and help you feel better with treatments.",C75.0,C75.0,True,True,87.65,1.0,1.0,2.6500000000000057,1.6547945205479453,1.069999999999999
Parathyroid Cyst,E21.5,"A parathyroid cyst is like a small, water balloon inside your neck. It forms on tiny glands called parathyroid glands. These glands are important because they help manage how much calcium is in your blood, similar to how a teacher helps manage a classroom. A cyst is not usually harmful and doesn’t cause any problems, like having an extra balloon in your room that just floats around. Most of the time, they are found by accident during check-ups, and they usually don’t need any treatment.",E21.5,E21.5,True,True,71.14,1.0,1.0,13.86,1.6134589502018843,4.372
Parathyroid Hyperplasia,E21.3,"Parathyroid Hyperplasia happens when tiny glands in your neck grow bigger. These glands help manage the level of calcium in your blood. If they grow too big, they make too much hormone, causing extra calcium in your blood. This is like turning a heater on too high and warming up the room too much. Too much calcium can lead to problems with your bones and kidneys, just like too much sugar in cake makes it too sweet. More tests might be needed to find out more about your health.",E21.3,E21.0,False,True,81.83,0.0,1.0,3.1700000000000017,0.8479616306954436,1.4340000000000004
Ectopic Parathyroid Tissue,Q89.2,"Ectopic parathyroid tissue is a medical term that means some of the tiny glands in your neck called parathyroid glands are not in the usual spots. These glands help control the calcium levels in your blood. Usually, they are located near the thyroid gland in the neck. But sometimes, they are found in different places, like in the chest. Although they're misplaced, they're often still working as they should. Most people with ectopic parathyroid tissue don’t even realize it because it typically causes no problems or symptoms. It's just an unusual finding.",Q89.2,E21.5,False,True,75.1,0.0,1.0,9.900000000000006,0.818348623853211,2.780000000000001
Pharyngeal Diverticulum,J39.2,"A pharyngeal diverticulum is a small bump or pouch that can appear in your throat. This part of the throat connects your mouth to your stomach. Imagine if your shirt had a tiny hidden pocket you never noticed. Usually, this bump doesn't do anything bad, so you might not even know it's there unless a doctor finds it by accident during a check-up. But sometimes, if it gets bigger, it might make swallowing food tricky or cause a cough. Mostly, doctors will just watch it to make sure it stays harmless.",J39.2,K22.5,False,True,81.43,0.0,1.0,3.569999999999993,0.8437636761487967,1.5139999999999987
Hypertrophy of Pharyngeal Tonsils,J35.2,"Hypertrophy of pharyngeal tonsils means your tonsils are bigger than usual. These tonsils, which sit at the back of your throat, help fight off germs. You can think of them like guards at a castle gate, keeping the bad stuff out. Sometimes they swell up and make it hard to breathe through your nose or cause you to snore. It's like trying to walk through a hallway that's blocked by a big pillow. Usually, doctors can take a look and decide if anything needs to be done to help you feel better.",J35.2,J35.1,False,True,89.79,0.0,1.0,4.790000000000006,0.8345423143350604,-0.15800000000000125
Tonsillar Asymmetry,R09.89,"Tonsillar asymmetry means one of your tonsils is bigger than the other. Tonsils are small, round parts at the back of your throat. They help you stay healthy by catching germs that can make you sick.

Sometimes, one tonsil gets larger because of an infection, a cold, or even allergies. Often, this is normal and not a problem to worry about. It's similar to how some people have one foot that’s a bit bigger than the other. It's just a way our bodies can be different from each other. Most of the time, it’s not a concern.",J35.3,J35.8,False,False,84.57,0.0,0.0,0.4300000000000068,0.1398601398601392,0.08600000000000137
Pharyngeal Wall Thickening,R22.1,"The pharyngeal wall is a part of your throat that helps you swallow and breathe. Sometimes, this wall can get thicker than it should. We call this pharyngeal wall thickening. Think of a straw. If something gets stuck inside, the straw gets thicker or harder. This can happen in your throat wall too. This change can happen for different reasons. It may not be a big problem. It might be caused by an infection or irritation. Doctors notice this thickening during tests like an MRI to understand your health better.",J39.2,J39.8,False,False,79.26,0.0,0.0,5.739999999999995,0.02967359050445106,1.147999999999999
Pharyngitis,J02.9,"Pharyngitis is when your throat gets red and sore. It's like when you scrape your knee and it turns red and hurts. Many people have had this, and it is common. It can be caused by a lot of things like viruses or bacteria. Sometimes, your throat might feel really scratchy like you need to cough a lot. You might find it hard to swallow food. Drinking warm liquids like tea can feel nice on your sore throat. Usually, this situation gets better over time, and your throat will return to normal. Resting and staying hydrated can help too.",J02.9,J02.9,True,True,85.69,1.0,1.0,0.6899999999999977,1.7183431952662724,1.4620000000000006
Peritonsillar Abscess,J36,"A peritonsillar abscess is like a pus-filled lump next to your tonsil at the back of your throat. Imagine a big pimple inside your mouth, that's what it is like. It happens when a sore throat infection becomes more serious. This abscess can hurt a lot, make swallowing hard, and might give you a fever. You might also feel sick and have trouble opening your mouth wide. Understanding this helps you know why it’s important to take care of it, so you can feel better and get back to your normal self soon.",J36,J36,True,True,81.12,1.0,1.0,3.8799999999999955,1.640983606557377,2.3759999999999994
