finding,ICD10_code,PFx,PFx_ICD10_Code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,readability_difference,overall_score,log_overall_score
Bladder Wall Thickening,R93.4,"When doctors look at your bladder using special imaging tests, sometimes they notice that the bladder walls are thicker than usual. Think of the bladder like a balloon. It has walls that help it expand and hold pee when it's full. Normally, these walls are thin and flexible. But when they're thicker, it might be a little different from what's expected. This thickening can happen for various reasons, like if the bladder is working extra hard or feeling irritated. It's important to talk to your doctor if you feel any pain or notice changes when you pee.",R93.4,N32.89,False,True,74.29,0.0,1.0,10.709999999999994,0.8170794192997438,2.9419999999999993
Bladder Stone,N21.0,"A bladder stone is like a tiny rock that forms inside the bladder, where pee is kept. These stones happen when some things in pee start to stick together. Usually, they're small, but they can become bigger if they stay in there for a long time. A bladder stone can make it painful to pee and you might see red in the pee, which means there's blood. It's important to know what a bladder stone is so you can talk about any signs or feelings with your doctor if you have questions.",N21.0,N21.0,True,True,86.64,1.0,1.0,1.6400000000000006,1.6757575757575758,1.272
Bladder Cyst,R93.4,"So, during your medical check-up, the doctors found something called a bladder cyst. It's kind of like a small bubble or sac that forms in your bladder. This cyst is filled with fluid. Most of the time, these bladder cysts don't cause any problems and don't turn into anything serious. It’s as if your bladder has a tiny water balloon inside. Often, people don't even know they have one because it doesn’t cause pain or problems. But it’s important to know it’s there, and your doctor may watch it over time just to be safe.",N28.9,N28.89,False,False,83.05,0.0,0.0,1.9500000000000028,0.06779661016949146,0.39000000000000057
Bladder Calculus,N21.0,"Bladder calculus means small, hard lumps form in the bladder. These are like little stones. They happen when pee has too many minerals, and they stick together. Think of it like tiny snowballs growing bigger. Little stones might not hurt, but big ones can cause trouble. They can make it hard or painful to pee. Sometimes, they stop pee from coming out. It's a bit like having a tiny stone in your shoe. It's annoying, so it's good to tell a grown-up and find out what to do next.",N21.0,N21.0,True,True,95.27,1.0,1.0,10.269999999999996,1.6177462289263533,-0.4539999999999993
Bladder Cancer,C67.9,"Bladder cancer is a condition where unusual cells grow in the bladder, a little organ that holds pee. It's like some pesky weeds try to take over a nice lawn, but in your bladder. This might cause problems like needing to pee all the time or noticing blood in your pee. Doctors will check your bladder to understand what's happening inside it. They might use special tools to look and see how things are going. It's essential to learn more about this and understand what kind of care is needed.",C67.9,C67.9,True,True,81.63,1.0,1.0,3.3700000000000045,1.645766590389016,2.274000000000001
Bladder Diverticula,N32.3,"Bladder diverticula are like little pockets or bubbles in the bladder wall. Think of the bladder like a ball. Sometimes, parts of the ball form bulges that stick out—these are called diverticula. This happens when the bladder wall is not strong enough. It can happen if the bladder has to work harder than usual to push out urine. Most people with bladder diverticula feel fine, but they can sometimes lead to problems like infections. Doctors see these pockets when they look at bladder pictures, like MRI scans. It's like finding a hidden object in a picture!",N32.3,N32.3,True,True,76.22,1.0,1.0,8.780000000000001,1.6204498977505113,3.3560000000000003
Neurogenic Bladder,N31.9,"A neurogenic bladder is when your bladder doesn't listen to signals from the brain well because the nerves are not working right. Normally, nerves tell the bladder when to hold pee and when to let it out. If these nerves are damaged, the messages get confused, like when a phone call is full of static and hard to understand. This might happen if someone has an illness or injury affecting the nerves. It means a person might not know when they need to go to the bathroom or they might need to go very often.",N31.9,N31.9,True,True,77.57,1.0,1.0,7.430000000000007,1.6237247924080664,3.0860000000000016
Gallbladder Polyps,K82.4,"Gallbladder polyps are small bumps that grow inside your gallbladder. Your gallbladder is a little organ near your liver. It stores a juice that helps digest food. These polyps are like tiny spots you might see on a fruit. Usually, they are found by chance when taking pictures of the inside of the body for other reasons. Most of the time, these polyps do not cause problems and don't hurt. But if they get bigger, they might need to be watched more closely. Knowing about them is good, but most of the time there's no cause for concern.",K82.4,K82.4,True,True,92.83,1.0,1.0,7.829999999999998,1.6226500566251416,0.03400000000000025
Cholelithiasis,K80.20,"Cholelithiasis means you have tiny stones called gallstones in your gallbladder. The gallbladder is a small organ under your liver that holds bile. Bile is a juice that helps you digest food. These stones are made of cholesterol and other things. They might just sit there quietly and not bother you. But, if they move, they might block little passages and that could hurt. Many people have gallstones and never feel a thing! This is pretty normal. You don’t usually need to worry unless they start to cause pain or other problems.",K80.20,K80.20,True,True,86.5,1.0,1.0,1.5,1.6800000000000002,1.3
Gallstones ,K80.20,"Gallstones are tiny, hard lumps that can form in a place in your body called the gallbladder. The gallbladder is like a small bag that helps with breaking down food. When too much cholesterol gets hard, it turns into gallstones. Most people do not even know they have gallstones because they do not feel any different. But sometimes, these stones can cause pain or problems, and then a doctor might help. It is good to know about gallstones, so you can keep track of your health and stay well.",K80.20,K80.20,True,True,90.29,1.0,1.0,5.290000000000006,1.6317965023847378,0.5419999999999987
